income,credit_score,debt_to_income,age,existing_loans,employment,home_ownership,purpose,region,approved
29400.52,746.0,0.363,32.0,2,self_employed,rent,auto,APAC,1
60291.89,710.0,0.11,41.0,0,full_time,mortgage,auto,APAC,1
66016.94,696.0,0.185,29.0,2,self_employed,mortgage,education,EU,1
41849.66,509.0,0.019,35.0,1,self_employed,own,vacation,NA,1
64379.45,834.0,0.528,29.0,1,self_employed,rent,home_improvement,APAC,1
65967.55,627.0,0.503,24.0,3,full_time,mortgage,home_improvement,EU,1
26191.86,834.0,0.367,18.0,1,full_time,rent,home_improvement,APAC,1
48527.76,589.0,0.336,22.0,1,unemployed,own,vacation,NA,1
72330.75,633.0,0.134,48.0,1,part_time,rent,auto,LATAM,1
71967.06,536.0,0.294,28.0,2,part_time,rent,medical,LATAM,1
44233.85,715.0,0.535,43.0,1,self_employed,rent,debt_consolidation,APAC,1
67852.06,613.0,0.336,48.0,0,full_time,rent,debt_consolidation,LATAM,1
83403.33,615.0,0.252,38.0,0,part_time,own,medical,NA,1
78987.31,594.0,0.109,35.0,1,part_time,mortgage,education,NA,1
63284.86,744.0,0.486,39.0,0,,mortgage,auto,EU,1
56576.43,740.0,0.312,34.0,0,self_employed,own,education,EU,1
53671.8,817.0,0.109,50.0,3,full_time,mortgage,auto,NA,1
73420.76,642.0,0.209,57.0,2,full_time,rent,business,NA,1
68511.87,705.0,0.167,52.0,2,self_employed,mortgage,vacation,EU,1
76329.27,600.0,0.304,18.0,0,self_employed,other,business,NA,1
67373.73,667.0,0.345,34.0,2,full_time,rent,debt_consolidation,APAC,1
79737.75,654.0,0.26,38.0,4,unemployed,mortgage,debt_consolidation,LATAM,1
66702.67,723.0,0.413,43.0,1,full_time,mortgage,medical,NA,1
79124.4,761.0,0.329,21.0,4,full_time,mortgage,business,APAC,1
80674.81,759.0,0.447,21.0,0,unemployed,mortgage,business,NA,1
50518.52,631.0,0.277,51.0,0,part_time,own,education,EU,1
32453.41,760.0,0.685,32.0,0,self_employed,mortgage,business,LATAM,0
92782.87,687.0,0.252,23.0,2,self_employed,rent,debt_consolidation,NA,1
69619.86,667.0,0.212,27.0,0,full_time,mortgage,business,NA,1
34139.25,640.0,0.197,42.0,1,full_time,mortgage,home_improvement,LATAM,1
52151.25,651.0,0.295,30.0,3,self_employed,own,education,NA,1
78893.74,812.0,0.114,40.0,0,full_time,mortgage,business,NA,1
59965.82,712.0,0.355,28.0,0,,own,home_improvement,NA,1
55782.89,702.0,0.091,21.0,2,full_time,rent,medical,NA,1
90215.87,672.0,0.339,52.0,0,full_time,rent,home_improvement,NA,1
46148.83,850.0,0.158,42.0,1,full_time,mortgage,education,APAC,1
50633.24,781.0,0.274,35.0,0,part_time,other,debt_consolidation,EU,1
68804.96,640.0,0.393,33.0,1,self_employed,rent,medical,NA,1
72028.19,671.0,0.596,53.0,0,full_time,own,business,EU,1
73934.17,675.0,0.191,44.0,0,full_time,rent,vacation,NA,1
81402.28,700.0,0.302,49.0,0,full_time,rent,debt_consolidation,NA,1
68574.42,641.0,0.233,32.0,0,self_employed,mortgage,home_improvement,LATAM,1
73808.91,721.0,0.216,39.0,1,full_time,own,vacation,APAC,1
60334.23,792.0,0.234,42.0,0,full_time,rent,debt_consolidation,EU,1
66128.57,598.0,0.419,32.0,2,part_time,own,medical,EU,1
66935.62,611.0,0.261,37.0,0,full_time,mortgage,debt_consolidation,APAC,1
68871.77,656.0,0.59,32.0,3,part_time,rent,business,EU,1
78905.72,659.0,0.37,42.0,1,self_employed,rent,auto,NA,1
74992.62,830.0,0.199,25.0,0,full_time,rent,auto,NA,1
65795.91,760.0,0.276,44.0,2,full_time,own,debt_consolidation,NA,1
50435.73,756.0,0.224,41.0,0,full_time,mortgage,debt_consolidation,LATAM,1
66218.08,671.0,0.416,36.0,1,part_time,rent,business,EU,1
64495.68,670.0,0.123,42.0,0,self_employed,rent,education,NA,1
68477.27,588.0,0.159,34.0,0,part_time,rent,home_improvement,NA,1
104717.46,745.0,0.249,31.0,0,unemployed,own,auto,LATAM,1
55572.09,724.0,0.402,43.0,1,part_time,rent,business,NA,1
,780.0,0.468,44.0,1,full_time,own,education,APAC,1
84232.32,675.0,0.486,33.0,0,full_time,mortgage,vacation,APAC,1
66764.03,680.0,0.384,32.0,1,part_time,rent,debt_consolidation,LATAM,1
107081.21,702.0,0.31,36.0,3,part_time,mortgage,home_improvement,NA,1
,752.0,0.415,32.0,2,full_time,rent,home_improvement,APAC,1
70833.61,587.0,0.183,53.0,0,full_time,mortgage,debt_consolidation,NA,1
50621.5,742.0,0.099,41.0,0,full_time,rent,auto,LATAM,1
58672.55,689.0,0.372,38.0,0,full_time,own,auto,NA,1
69480.81,616.0,0.199,29.0,0,part_time,own,business,EU,1
80233.47,544.0,0.312,45.0,2,part_time,rent,medical,EU,1
70743.71,680.0,0.334,32.0,2,self_employed,rent,education,APAC,1
87664.07,791.0,0.35,31.0,2,full_time,rent,education,NA,1
63290.62,807.0,0.433,46.0,0,self_employed,mortgage,education,NA,1
59020.97,715.0,0.42,42.0,0,full_time,rent,medical,APAC,1
,827.0,0.343,18.0,1,full_time,mortgage,debt_consolidation,NA,1
72096.28,687.0,0.267,36.0,0,self_employed,mortgage,business,NA,1
52049.33,757.0,0.333,39.0,0,unemployed,own,auto,NA,1
52503.25,658.0,0.248,35.0,1,self_employed,mortgage,business,LATAM,1
48031.76,654.0,0.296,40.0,1,full_time,own,business,EU,1
81858.25,643.0,0.634,20.0,2,full_time,mortgage,education,EU,1
58441.21,546.0,0.342,18.0,0,part_time,mortgage,debt_consolidation,APAC,1
67292.52,780.0,0.374,28.0,0,self_employed,rent,vacation,APAC,1
63856.84,645.0,0.235,41.0,2,full_time,own,business,NA,1
78166.86,634.0,0.442,18.0,2,full_time,rent,vacation,NA,1
49758.61,607.0,0.411,30.0,2,full_time,rent,auto,EU,0
45639.7,676.0,0.412,19.0,0,full_time,mortgage,medical,EU,1
69037.35,813.0,0.346,36.0,0,full_time,rent,auto,NA,1
75817.27,837.0,0.444,58.0,0,part_time,mortgage,auto,APAC,1
70985.58,574.0,0.473,36.0,0,full_time,own,auto,NA,1
50429.83,665.0,0.354,37.0,0,part_time,rent,business,NA,1
77194.73,618.0,0.306,46.0,1,part_time,rent,business,EU,1
51610.5,759.0,0.427,38.0,0,full_time,mortgage,vacation,LATAM,1
55612.3,710.0,0.212,36.0,1,full_time,rent,medical,NA,1
48008.84,645.0,0.234,47.0,0,self_employed,rent,education,NA,1
88420.85,695.0,0.314,43.0,2,full_time,mortgage,home_improvement,EU,1
76401.59,657.0,0.111,41.0,4,self_employed,own,medical,LATAM,1
75889.88,803.0,0.419,37.0,0,full_time,rent,vacation,NA,1
87449.81,728.0,0.204,35.0,1,part_time,other,debt_consolidation,NA,1
115627.69,737.0,0.263,47.0,0,unemployed,rent,medical,LATAM,1
34233.93,503.0,0.294,35.0,0,full_time,rent,education,EU,0
51709.22,685.0,0.325,50.0,0,full_time,mortgage,education,NA,1
53908.85,836.0,0.279,28.0,0,self_employed,own,business,NA,1
49685.25,783.0,0.312,52.0,0,full_time,rent,debt_consolidation,EU,1
45603.5,561.0,0.313,43.0,1,full_time,rent,vacation,NA,1
59606.24,668.0,0.266,28.0,1,unemployed,mortgage,vacation,NA,1
43101.13,606.0,0.227,43.0,0,full_time,rent,auto,NA,1
71030.76,810.0,0.45,31.0,1,part_time,mortgage,education,LATAM,1
65930.57,707.0,0.067,38.0,0,self_employed,own,auto,APAC,1
73658.52,636.0,0.295,33.0,1,self_employed,rent,debt_consolidation,EU,1
74139.11,692.0,0.264,37.0,0,full_time,own,debt_consolidation,NA,1
75854.12,507.0,0.37,47.0,1,full_time,own,medical,NA,1
58278.64,614.0,0.145,43.0,1,self_employed,own,debt_consolidation,LATAM,1
103180.58,693.0,0.26,27.0,0,self_employed,mortgage,debt_consolidation,EU,1
69219.76,749.0,0.308,27.0,1,full_time,rent,business,NA,1
31475.27,554.0,0.448,41.0,0,full_time,own,business,APAC,1
46957.24,663.0,0.36,41.0,2,full_time,mortgage,auto,NA,1
33670.95,761.0,0.178,31.0,1,full_time,rent,debt_consolidation,NA,1
65312.02,588.0,0.262,54.0,1,self_employed,rent,business,NA,1
62807.51,706.0,0.426,46.0,1,self_employed,rent,auto,APAC,1
56568.34,695.0,0.176,32.0,2,full_time,other,education,APAC,1
101196.67,810.0,0.311,31.0,0,self_employed,rent,education,NA,1
74881.69,674.0,0.319,36.0,1,self_employed,rent,medical,NA,1
78069.77,678.0,0.274,35.0,1,part_time,mortgage,medical,APAC,1
48240.68,750.0,0.643,51.0,3,unemployed,mortgage,education,NA,1
47015.39,597.0,0.27,48.0,1,full_time,mortgage,debt_consolidation,NA,0
65662.5,675.0,0.374,38.0,1,self_employed,rent,business,APAC,1
68114.13,658.0,0.228,45.0,1,full_time,rent,debt_consolidation,APAC,1
31586.39,680.0,0.383,46.0,0,full_time,rent,education,NA,1
61754.47,749.0,0.424,39.0,0,full_time,rent,debt_consolidation,NA,1
65253.3,729.0,0.249,42.0,2,full_time,rent,debt_consolidation,APAC,1
61127.32,638.0,0.313,44.0,1,part_time,own,medical,NA,1
50358.97,700.0,0.213,43.0,0,full_time,mortgage,medical,EU,1
55288.37,794.0,0.183,30.0,0,full_time,mortgage,vacation,APAC,1
61816.53,632.0,0.444,31.0,1,,own,education,EU,1
66634.4,700.0,0.254,35.0,0,full_time,rent,business,NA,1
75886.25,676.0,0.03,31.0,3,full_time,own,debt_consolidation,APAC,1
84455.41,686.0,0.532,23.0,2,full_time,own,vacation,LATAM,1
,576.0,0.224,45.0,1,unemployed,rent,vacation,APAC,1
56789.19,789.0,0.29,41.0,2,self_employed,own,medical,NA,1
72877.8,636.0,0.517,25.0,2,full_time,mortgage,business,LATAM,1
75995.21,762.0,0.303,36.0,0,part_time,own,medical,NA,1
,647.0,0.3,36.0,3,part_time,own,home_improvement,NA,1
79227.08,646.0,0.173,40.0,1,full_time,rent,vacation,NA,1
82632.54,775.0,0.124,27.0,1,full_time,mortgage,business,NA,1
88250.36,760.0,0.3,24.0,0,full_time,mortgage,debt_consolidation,NA,1
97009.78,705.0,0.364,43.0,2,full_time,own,home_improvement,APAC,1
49404.51,743.0,0.357,23.0,1,self_employed,mortgage,medical,NA,1
65250.17,670.0,0.262,36.0,0,full_time,mortgage,education,NA,1
65203.0,689.0,0.322,35.0,0,full_time,own,business,APAC,1
63234.68,644.0,0.1,37.0,0,full_time,rent,home_improvement,NA,1
53313.27,753.0,0.375,41.0,1,part_time,mortgage,education,EU,1
38259.88,641.0,0.339,54.0,1,unemployed,rent,auto,LATAM,1
66668.23,794.0,0.557,22.0,0,full_time,rent,medical,NA,1
51169.6,668.0,0.321,47.0,0,full_time,mortgage,debt_consolidation,NA,1
66547.88,691.0,0.207,18.0,0,part_time,own,home_improvement,NA,1
50707.22,743.0,0.314,52.0,3,full_time,rent,education,EU,1
45206.15,692.0,0.281,18.0,2,full_time,mortgage,education,NA,1
69217.37,669.0,0.372,62.0,1,part_time,rent,debt_consolidation,LATAM,1
67716.59,688.0,0.323,34.0,0,full_time,mortgage,vacation,EU,1
75427.08,753.0,0.169,51.0,2,full_time,own,auto,EU,1
104345.55,644.0,0.124,49.0,1,full_time,rent,debt_consolidation,LATAM,1
69991.21,681.0,0.352,34.0,2,full_time,rent,home_improvement,NA,1
73731.47,691.0,0.486,34.0,4,self_employed,own,vacation,APAC,1
45603.9,751.0,0.33,30.0,1,full_time,rent,home_improvement,APAC,1
41835.67,683.0,0.418,46.0,0,full_time,mortgage,home_improvement,EU,1
93490.93,817.0,0.442,34.0,0,part_time,mortgage,medical,EU,1
48377.36,679.0,0.352,30.0,0,self_employed,rent,home_improvement,NA,1
46209.01,673.0,0.222,43.0,0,full_time,own,home_improvement,APAC,1
64296.22,678.0,0.343,29.0,3,part_time,own,home_improvement,EU,1
63376.54,598.0,0.465,35.0,1,part_time,own,education,APAC,1
48754.88,617.0,0.384,39.0,0,full_time,rent,business,APAC,1
59510.48,653.0,0.41,32.0,1,full_time,own,education,EU,1
87128.76,770.0,0.264,33.0,1,part_time,rent,vacation,LATAM,1
50492.12,688.0,0.296,53.0,3,,rent,home_improvement,NA,1
39913.9,656.0,0.306,36.0,0,full_time,rent,business,NA,1
,776.0,0.314,34.0,1,,own,business,NA,1
,799.0,0.46,36.0,0,full_time,own,auto,NA,1
53830.66,778.0,0.038,43.0,3,full_time,other,medical,EU,1
36520.99,630.0,0.324,28.0,1,full_time,mortgage,vacation,NA,1
51596.78,655.0,0.31,42.0,0,self_employed,own,medical,EU,1
64015.32,817.0,0.155,41.0,0,self_employed,own,home_improvement,LATAM,1
85982.1,707.0,0.401,20.0,0,full_time,rent,education,APAC,1
46341.52,671.0,0.233,56.0,1,full_time,rent,vacation,NA,1
63478.64,740.0,0.277,53.0,1,unemployed,mortgage,debt_consolidation,LATAM,1
77152.6,761.0,0.542,30.0,0,part_time,mortgage,education,APAC,1
22137.19,650.0,0.441,27.0,4,part_time,rent,medical,APAC,0
83608.15,705.0,0.389,40.0,1,full_time,own,business,NA,1
43715.89,755.0,0.366,24.0,1,full_time,rent,vacation,EU,1
70975.92,609.0,0.3,52.0,1,full_time,mortgage,medical,NA,1
69440.3,691.0,0.56,33.0,0,self_employed,own,education,NA,1
84522.56,612.0,0.416,54.0,2,self_employed,mortgage,debt_consolidation,NA,1
74916.64,621.0,0.23,30.0,0,full_time,own,medical,APAC,1
22208.77,651.0,0.152,37.0,0,part_time,mortgage,auto,NA,1
50873.97,723.0,0.388,51.0,0,self_employed,rent,education,NA,1
67487.69,667.0,0.313,35.0,0,self_employed,mortgage,debt_consolidation,EU,1
61490.36,645.0,0.149,41.0,1,full_time,rent,vacation,NA,1
73596.99,694.0,0.371,49.0,1,full_time,own,business,NA,1
79208.6,610.0,0.288,32.0,0,unemployed,mortgage,home_improvement,APAC,1
75952.13,720.0,0.384,25.0,0,full_time,mortgage,medical,LATAM,1
61143.05,769.0,0.373,23.0,2,full_time,mortgage,education,APAC,1
31765.93,684.0,0.247,44.0,1,full_time,own,business,APAC,1
56801.34,676.0,0.396,42.0,1,full_time,rent,education,NA,1
72494.63,716.0,0.26,49.0,1,full_time,own,medical,NA,1
45371.95,548.0,0.268,35.0,1,full_time,own,business,NA,1
76362.95,728.0,0.256,24.0,1,unemployed,own,business,LATAM,1
81351.08,850.0,0.456,18.0,1,full_time,rent,business,NA,1
67283.61,681.0,0.286,67.0,2,unemployed,own,debt_consolidation,NA,1
15000.0,682.0,0.485,43.0,2,self_employed,own,business,APAC,0
41994.41,742.0,0.534,39.0,2,self_employed,mortgage,debt_consolidation,EU,1
98951.4,805.0,0.231,41.0,1,part_time,mortgage,business,NA,1
55162.32,758.0,0.031,24.0,2,self_employed,own,vacation,APAC,1
29285.42,539.0,0.445,30.0,0,full_time,rent,education,EU,1
87234.45,729.0,0.279,55.0,1,full_time,rent,vacation,LATAM,1
65240.4,850.0,0.216,45.0,0,self_employed,own,home_improvement,NA,1
84888.93,734.0,0.249,30.0,0,full_time,own,debt_consolidation,NA,1
69985.26,609.0,0.27,26.0,0,self_employed,mortgage,vacation,NA,1
,710.0,0.476,33.0,1,,other,business,NA,1
71534.17,600.0,0.339,35.0,0,full_time,rent,debt_consolidation,NA,1
77554.79,776.0,0.474,58.0,0,self_employed,mortgage,education,NA,1
105993.75,623.0,0.379,36.0,1,part_time,other,auto,NA,1
82478.11,695.0,0.283,26.0,0,full_time,mortgage,business,NA,1
36553.89,630.0,0.273,37.0,1,self_employed,mortgage,auto,NA,0
73039.91,652.0,0.387,41.0,0,full_time,rent,education,NA,1
85546.65,794.0,0.418,25.0,1,full_time,rent,education,NA,1
86648.61,697.0,0.44,42.0,0,part_time,mortgage,medical,NA,1
57321.11,651.0,0.289,50.0,0,full_time,rent,debt_consolidation,NA,1
85969.0,610.0,0.341,39.0,0,full_time,other,auto,LATAM,1
81699.36,559.0,0.39,30.0,2,full_time,own,medical,NA,1
111305.31,602.0,0.274,33.0,2,full_time,mortgage,vacation,APAC,1
51499.97,698.0,0.184,21.0,1,unemployed,mortgage,medical,NA,1
55866.79,759.0,0.223,37.0,2,full_time,other,auto,NA,1
59489.86,651.0,0.291,41.0,1,part_time,own,auto,NA,1
56176.0,800.0,0.399,29.0,1,part_time,own,home_improvement,NA,1
48979.63,640.0,0.471,57.0,0,full_time,mortgage,debt_consolidation,APAC,1
15271.84,673.0,0.157,46.0,0,self_employed,own,auto,APAC,1
,614.0,0.248,20.0,3,full_time,rent,vacation,EU,0
71648.45,759.0,0.277,20.0,0,full_time,mortgage,business,NA,1
56122.01,837.0,0.415,28.0,0,self_employed,rent,business,APAC,1
99836.86,567.0,0.257,54.0,0,self_employed,rent,vacation,EU,1
65240.76,666.0,0.268,47.0,2,full_time,mortgage,vacation,NA,1
88238.52,779.0,0.151,54.0,1,self_employed,rent,home_improvement,NA,1
69705.57,589.0,0.378,38.0,1,unemployed,own,auto,NA,1
79875.33,730.0,0.301,36.0,1,full_time,mortgage,business,NA,1
70026.35,776.0,0.242,26.0,0,part_time,rent,vacation,EU,1
89638.12,695.0,0.289,41.0,0,full_time,own,medical,NA,1
66006.91,729.0,0.455,36.0,3,full_time,own,vacation,EU,1
73930.17,813.0,0.199,36.0,1,full_time,mortgage,medical,NA,1
71593.99,826.0,0.219,54.0,1,full_time,mortgage,education,NA,1
59810.86,686.0,0.47,37.0,1,part_time,rent,auto,NA,1
72289.68,653.0,0.329,51.0,0,full_time,own,medical,EU,1
105218.95,626.0,0.4,22.0,0,full_time,own,debt_consolidation,NA,1
60132.86,758.0,0.368,65.0,1,full_time,other,home_improvement,NA,1
72550.37,594.0,0.316,34.0,2,full_time,own,vacation,NA,1
,672.0,0.278,45.0,1,full_time,other,medical,NA,1
85524.56,697.0,0.42,47.0,2,full_time,rent,education,NA,1
65210.9,655.0,0.459,33.0,0,full_time,rent,business,EU,1
22099.0,710.0,0.45,46.0,0,full_time,mortgage,business,NA,1
74300.65,850.0,0.178,47.0,0,full_time,rent,education,NA,1
25049.46,681.0,0.477,31.0,2,part_time,rent,vacation,NA,1
91458.87,660.0,0.277,31.0,1,full_time,rent,auto,NA,1
68050.53,761.0,0.229,38.0,0,part_time,rent,education,NA,1
82994.13,707.0,0.3,37.0,0,part_time,mortgage,debt_consolidation,LATAM,1
48762.0,791.0,0.42,52.0,1,full_time,own,auto,EU,1
37054.87,702.0,0.385,45.0,0,full_time,other,business,EU,1
69693.58,673.0,0.289,37.0,1,full_time,own,auto,NA,1
64395.14,565.0,0.421,44.0,4,full_time,mortgage,medical,LATAM,1
56152.27,577.0,0.337,18.0,0,full_time,mortgage,business,EU,0
66523.9,562.0,0.251,32.0,1,unemployed,rent,education,NA,1
114813.85,717.0,0.235,41.0,1,full_time,rent,home_improvement,APAC,1
80021.46,595.0,0.369,49.0,1,full_time,rent,vacation,NA,1
83890.97,778.0,0.31,40.0,2,self_employed,own,medical,LATAM,1
,692.0,0.155,53.0,0,self_employed,own,auto,NA,1
91630.32,673.0,0.422,47.0,1,full_time,own,business,APAC,1
61578.71,631.0,0.262,33.0,1,full_time,other,home_improvement,LATAM,1
28014.3,734.0,0.511,37.0,0,full_time,own,medical,NA,1
61605.45,634.0,0.152,42.0,0,self_employed,other,home_improvement,APAC,1
79611.24,621.0,0.298,34.0,1,part_time,own,medical,NA,1
47543.59,773.0,0.236,53.0,1,full_time,rent,business,EU,1
61825.41,715.0,0.203,27.0,1,full_time,mortgage,business,NA,1
52548.14,674.0,0.262,41.0,0,full_time,rent,business,NA,1
92036.53,735.0,0.532,45.0,2,part_time,rent,medical,NA,1
78490.23,691.0,0.337,35.0,0,full_time,rent,business,EU,1
76727.73,717.0,0.225,33.0,0,full_time,rent,vacation,EU,1
76188.82,633.0,0.101,37.0,4,full_time,mortgage,vacation,NA,1
64329.51,835.0,0.113,46.0,1,self_employed,rent,business,NA,1
68556.01,649.0,0.256,33.0,2,full_time,rent,education,NA,1
43666.68,799.0,0.244,27.0,3,self_employed,own,debt_consolidation,EU,1
25644.04,677.0,0.293,50.0,1,full_time,mortgage,debt_consolidation,NA,1
67701.46,746.0,0.047,42.0,1,full_time,mortgage,medical,NA,1
70831.82,741.0,0.309,48.0,0,full_time,rent,medical,LATAM,1
86766.76,770.0,0.443,46.0,2,full_time,rent,debt_consolidation,LATAM,1
93284.04,631.0,0.515,60.0,0,full_time,mortgage,debt_consolidation,EU,1
93259.97,765.0,0.093,49.0,1,full_time,rent,business,NA,1
47035.58,819.0,0.224,31.0,0,full_time,own,education,EU,1
58659.23,672.0,0.217,43.0,1,full_time,mortgage,auto,NA,1
73646.02,692.0,0.337,32.0,0,self_employed,rent,auto,NA,1
110574.28,653.0,0.174,33.0,0,full_time,own,debt_consolidation,LATAM,1
91641.79,666.0,0.522,24.0,2,self_employed,mortgage,debt_consolidation,NA,1
85149.15,810.0,0.325,35.0,0,self_employed,own,business,NA,1
58019.82,620.0,0.305,43.0,2,part_time,own,education,EU,1
49102.41,624.0,0.511,37.0,1,full_time,own,debt_consolidation,APAC,1
79200.34,803.0,0.318,27.0,0,full_time,own,auto,APAC,1
45188.1,734.0,0.368,23.0,1,self_employed,mortgage,auto,NA,1
60708.15,838.0,0.23,59.0,2,full_time,rent,vacation,APAC,1
62934.0,658.0,0.156,41.0,0,full_time,own,vacation,APAC,1
93672.42,699.0,0.247,30.0,0,full_time,rent,auto,APAC,1
58615.45,644.0,0.582,43.0,1,full_time,rent,education,NA,1
21093.51,700.0,0.396,60.0,0,full_time,own,vacation,EU,1
74080.0,566.0,0.353,44.0,2,full_time,mortgage,medical,APAC,1
52417.61,738.0,0.203,18.0,1,part_time,own,auto,NA,1
65767.36,713.0,0.429,65.0,1,full_time,rent,education,EU,1
63439.32,686.0,0.157,20.0,0,full_time,rent,vacation,EU,1
60073.33,663.0,0.132,36.0,2,self_employed,mortgage,debt_consolidation,EU,1
79226.13,627.0,0.253,27.0,0,full_time,own,education,NA,1
37408.43,741.0,0.555,31.0,0,full_time,own,debt_consolidation,NA,1
55693.74,608.0,0.548,41.0,1,full_time,rent,home_improvement,EU,1
77312.68,726.0,0.266,18.0,1,full_time,own,vacation,NA,1
53946.47,835.0,0.239,37.0,2,full_time,mortgage,home_improvement,NA,1
36041.48,794.0,0.123,49.0,0,full_time,rent,medical,NA,1
77034.0,585.0,0.329,30.0,1,self_employed,rent,debt_consolidation,NA,1
85215.7,652.0,0.339,24.0,0,,own,medical,EU,1
64190.09,720.0,0.415,37.0,4,full_time,mortgage,business,LATAM,1
,685.0,0.429,35.0,1,self_employed,mortgage,education,NA,1
77707.46,592.0,0.296,32.0,2,part_time,rent,home_improvement,NA,1
35122.02,717.0,0.387,26.0,2,self_employed,mortgage,debt_consolidation,NA,1
70558.39,689.0,0.236,43.0,1,full_time,mortgage,home_improvement,EU,1
49025.65,824.0,0.384,44.0,0,part_time,own,medical,NA,1
44122.89,672.0,0.259,27.0,1,full_time,rent,medical,APAC,1
57045.62,772.0,0.375,29.0,1,full_time,rent,home_improvement,EU,1
61700.64,601.0,0.365,39.0,2,self_employed,rent,medical,NA,1
53404.25,618.0,0.328,28.0,0,full_time,rent,education,NA,1
75596.66,741.0,0.415,40.0,1,full_time,rent,debt_consolidation,EU,1
56970.75,766.0,0.132,53.0,1,full_time,rent,vacation,NA,1
82643.44,623.0,0.192,37.0,0,self_employed,mortgage,auto,NA,1
70061.12,692.0,0.288,26.0,3,full_time,own,business,NA,1
52443.97,593.0,0.147,42.0,3,full_time,rent,education,EU,1
49413.08,677.0,0.271,36.0,0,,rent,home_improvement,EU,1
35345.07,749.0,0.275,36.0,2,full_time,other,home_improvement,APAC,1
70233.2,660.0,0.477,43.0,0,full_time,mortgage,home_improvement,NA,1
58617.42,673.0,0.337,45.0,3,part_time,other,medical,LATAM,1
22300.48,611.0,0.444,38.0,2,unemployed,own,medical,EU,0
55357.13,645.0,0.356,37.0,0,part_time,mortgage,home_improvement,APAC,1
48781.39,813.0,0.256,59.0,1,full_time,mortgage,debt_consolidation,EU,1
93362.2,695.0,0.336,50.0,1,full_time,own,vacation,APAC,1
34349.98,620.0,0.408,46.0,2,self_employed,own,medical,EU,1
39055.69,668.0,0.463,39.0,1,full_time,own,medical,NA,1
84979.45,578.0,0.304,28.0,0,,own,auto,NA,1
89421.74,619.0,0.122,49.0,0,full_time,rent,education,LATAM,1
51590.31,785.0,0.114,39.0,1,self_employed,other,debt_consolidation,NA,1
53622.46,680.0,0.281,32.0,2,full_time,rent,business,APAC,1
76092.24,822.0,0.039,36.0,2,self_employed,other,home_improvement,APAC,1
23112.2,683.0,0.535,28.0,0,full_time,rent,vacation,NA,1
31498.51,687.0,0.392,49.0,0,part_time,rent,vacation,APAC,1
59946.8,735.0,0.244,45.0,1,full_time,own,business,NA,1
92898.03,503.0,0.187,40.0,2,full_time,mortgage,education,NA,1
57156.86,704.0,0.443,38.0,0,full_time,rent,medical,EU,1
66816.86,687.0,0.186,31.0,0,full_time,mortgage,vacation,APAC,1
85408.21,794.0,0.198,18.0,0,full_time,rent,vacation,NA,1
102923.93,758.0,0.228,24.0,2,full_time,mortgage,business,NA,1
54616.73,611.0,0.334,31.0,1,unemployed,mortgage,home_improvement,EU,1
64696.94,777.0,0.394,29.0,0,self_employed,mortgage,debt_consolidation,APAC,1
97796.99,672.0,0.463,41.0,0,part_time,rent,business,EU,1
37600.41,627.0,0.445,46.0,0,full_time,mortgage,auto,NA,0
,704.0,0.32,37.0,0,full_time,mortgage,medical,NA,1
46670.32,676.0,0.442,52.0,0,full_time,rent,debt_consolidation,EU,1
66844.5,798.0,0.239,30.0,1,full_time,mortgage,education,NA,1
60632.86,714.0,0.101,37.0,0,full_time,mortgage,vacation,APAC,1
47755.79,704.0,0.239,37.0,0,self_employed,rent,vacation,NA,1
47304.17,753.0,0.223,49.0,0,full_time,mortgage,debt_consolidation,NA,1
69975.46,767.0,0.244,39.0,0,full_time,rent,medical,APAC,1
82919.71,745.0,0.205,39.0,0,full_time,mortgage,auto,EU,1
62664.75,789.0,0.265,21.0,0,full_time,other,business,APAC,1
66262.04,733.0,0.394,29.0,1,full_time,rent,auto,NA,1
75281.13,702.0,0.526,49.0,0,full_time,rent,vacation,NA,1
47510.86,777.0,0.113,18.0,1,full_time,rent,debt_consolidation,APAC,1
78314.47,684.0,0.165,51.0,1,full_time,rent,medical,APAC,1
79748.18,692.0,0.225,43.0,3,part_time,mortgage,medical,EU,1
111865.27,811.0,0.412,31.0,1,unemployed,mortgage,home_improvement,NA,1
58230.12,804.0,0.295,30.0,1,full_time,own,business,NA,1
56754.53,689.0,0.233,57.0,1,full_time,own,home_improvement,APAC,1
78841.39,658.0,0.406,52.0,1,full_time,own,vacation,EU,1
79743.88,792.0,0.435,37.0,0,self_employed,rent,education,NA,1
55368.43,746.0,0.318,39.0,1,full_time,own,education,NA,1
57743.07,712.0,0.222,32.0,0,full_time,mortgage,home_improvement,NA,1
74740.36,667.0,0.352,39.0,0,full_time,own,auto,NA,1
50103.48,713.0,0.292,31.0,1,self_employed,own,medical,LATAM,1
,688.0,0.291,37.0,1,full_time,mortgage,business,EU,1
66612.67,643.0,0.259,56.0,1,full_time,rent,business,NA,1
82926.9,699.0,0.431,37.0,0,full_time,mortgage,vacation,APAC,1
54117.22,709.0,0.35,28.0,1,full_time,rent,debt_consolidation,LATAM,1
31837.08,664.0,0.444,24.0,0,full_time,own,education,APAC,1
30501.25,753.0,0.48,39.0,1,self_employed,mortgage,vacation,APAC,1
42330.56,780.0,0.375,30.0,0,part_time,own,education,LATAM,1
41362.98,758.0,0.259,40.0,2,self_employed,mortgage,business,NA,1
62217.01,671.0,0.445,22.0,1,unemployed,own,medical,APAC,1
